uuid,identifier,createdBy,createdAtGMT,modifiedBy,modifiedAtGMT,MoundID,Date,BurialMoundAuthor,TypeClean,Type Note,Source,DescriptionOfMoundOrLocale,LanduseAroundMound,LanduseAroundMoundNote,LanduseOnTopOfMound,LanduseOnTopOfMoundNote,PositionInTheLandscape,MoundProminence,Latitude,Longitude,Northing,Easting,Accuracy,HandheldGPSPoint,Elevation,FacingDirectionForPhoto,NotesAndPhotoID,Photo,HeightMax,DiameterMax,HeightMin,DiameterMin,OtherDimension,ShapeNotes,AssociatedFeatureOrMaterial,SurfaceMaterialDescription,SampleCollected,ChronologyEstimate,AssociatedFeatureOrMaterialPhoto,Condition,PrincipalSourceOfImpact,OtherSourcesOfImpact,ArchaeologicalPotential,MostRecentDamageWhat,MostRecentDamageWhat 2,MostRecentDamageWithin,MostRecentDamageWithin 2,RTDescription,CommentsAndRecommendations,CRMPhotos,geospatialcolumn
1.0000816629781797e+018,8738,Matilde Jensen,2022-09-12 10:23:04.997 GMT,Matilde Jensen,2022-09-12 10:26:39 GMT,8738,12 Sep,Matilde Jensen,Burial Mound,,Legacy verification,4m mound visible from the road. in a field very prominent mound with grass and trees on top. with small craters. compact standing tall mound. earthbound square stone at the of the mound.,Pasture,grassland,Pasture,grassland,Valley Bottom or Plain,High,42.104784999999993,26.704161666666664,4661452.830668835,475539.59845351928,1.3999999999999999,6,239,Southwest,960,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8738_1.jpg''}}",4,25,3.5,25,,,,,No,,,2 - minor damage,Looting,,2 - good,Looting,,Last year,,"01,round,5m,1m;02,round,2m,0.30m",,,POINT(475539.598454 4661452.830669)
1.0000816629800803e+018,8739,Matilde Jensen,2022-09-12 10:54:48.394 GMT,Matilde Jensen,2022-09-12 10:56:35 GMT,8739,12 Sep,Matilde Jensen,Uncertain Feature?,,Survey,Bulging feature in a ploughed field. possibly a ploughed up mound. Lotz of natural limestone. noticeable rocky soil.,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,High,42.111331666666665,26.704663333333329,4662179.5708177853,475583.58948180557,1.3999999999999999,7,238,North,962,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8739_1.jpg''}}",2,70,0.8,50,,Round,,none,No,,,3 - damaged,Agriculture,,2 - good,Agriculture,,Last month,,,,,POINT(475583.589482 4662179.570818)
1.0000816629822857e+018,8740,Matilde Jensen,2022-09-12 11:31:35.262 GMT,Matilde Jensen,2022-09-12 11:34:43 GMT,8740,12 Sep,Matilde Jensen,Burial Mound,,Legacy verification,high mound in scub area. less than one third of the mound left due to military activity,Scrub,,Scrub,,Upper slope,Medium,42.130834999999998,26.676323333333336,4664353.5401236992,473248.83510994259,1.2,8,176,East,966,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8740_1.jpg''}}",4,28,3.5,12,,,,none,No,,,3 - damaged,Other (military),,2 - good,Other,specify in Annotation) (military ),Other,,"01,tshaped,7m,4m,1,5m,manually excavated;02,rectangular,10m,3m,2.5m,military",,,POINT(473248.83511 4664353.540124)
1.0000816629848527e+018,8741,Matilde Jensen,2022-09-12 12:14:17.225 GMT,Matilde Jensen,2022-09-12 12:20:16 GMT,8741,12 Sep,Matilde Jensen,Burial Mound?,,Survey,possibly a mound. surrounded by fields and a road. scrub on top of mound.,Annual agriculture,,Scrub,,Hilltop (lower ridge),High,42.128798333333329,26.67212833333333,4664128.7282746918,472901.25913129176,1.2,9,192,South,973,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8741_1.jpg''}}",2,35,NA,25,,round,,none,No,,,3 - damaged,Looting,geodetic work,3 - impaired,No observation,,Unknown,,"01,cshape,5m,5m,1m;02,donutshaped,4m,4m,0.3m",01 geo,,POINT(472901.259131 4664128.728275)
1.0000816631332068e+018,8742,Matilde Jensen,2022-09-14 05:26:53.798 GMT,Matilde Jensen,2022-09-14 05:35:40 GMT,8742,14 Sep,Matilde Jensen,Burial Mound,,Legacy verification,"irregular sprawling mound next to the road going south of the village Granitovo. Hard to see Low mound located just nextto a road in a Scrubby patch. Maybe excavated and refilled. Disturbed surface, recent RT",Scrub,,Pasture,grassland,Valley Bottom or Plain,Nil,42.124850000000002,26.533206666666668,4663743.751199401,461416.90297125187,1.3999999999999999,10,,East,50-64,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8742_1.jpg''}}",1.8,40,NA,30,,Irregular oblong shape and surface not even.,,,No,,,3 - damaged,Looting,Excavated?,3 - impaired,Looting,,Last year,,"01,round,0,5m,1.5m,manually excavated",Deep and narrow hole on top center of the mound. Dangerous RT due to the steepness of the hole. Overall looting minor. other interference in the past,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8742_1.jpg''}}",POINT(461416.902971 4663743.751199)
1.000081663136258e+018,8743,Matilde Jensen,2022-09-14 06:17:43.279 GMT,Matilde Jensen,2022-09-14 06:17:58 GMT,8743,14 Sep,Matilde Jensen,Burial Mound,,Legacy verification,Mound on top of a ridge. We followed a dirt path leading to the mound. located in a Scrubby area which continues to the top of the mound. Geodetic marker on top of the mound.,Scrub,,Pasture,grassland (Some scrub on top of mound,Hilltop,Super prominent,42.120328333333326,26.541013333333332,4663238.2065803241,462059.4717761639,1.3,11,,East,67-76,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8743_1.jpg''}}",4.5,25,2,17,,Mound on a hilltop.,,,No,,,3 - damaged (01 trench is minor damage. the geodetic marker also creates damage ),Looting,,2 - good,Looting,,Other,More than a year ago. Probably 2 years ago based on the vegetation),"01,round,3m,1.5m,manually excavated",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8743_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8743_2.jpg''}}",POINT(462059.471776 4663238.20658)
1.0000816631380486e+018,8744,Matilde Jensen,2022-09-14 06:47:36.186 GMT,Matilde Jensen,2022-09-14 06:57:21 GMT,8744,14 Sep,Matilde Jensen,Burial Mound?,,Survey,1 of 3 or 4 mound on the ridge of Granitovo. overgrown by scrub which hides it.,Scrub,,Pasture,grassland,Hilltop,Medium,42.120988333333329,26.541411666666665,4663311.3105744263,462092.79207177053,1.2,12,,Northwest,78-81,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8744_1.jpg''}}",1.2,15,1,8,,,,,No,,,3 - damaged,Looting,,4 - minimal,Looting,,Other,maybe during g Corona 2020),"01,oval,4.5m,15m, manually excavated",Covid trench?,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8744_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8744_2.jpg''}}",POINT(462092.792072 4663311.310574)
1.000081663138986e+018,8745,Matilde Jensen,2022-09-14 07:03:44.801 GMT,Matilde Jensen,2022-09-14 07:03:44 GMT,8745,14 Sep,Matilde Jensen,Burial Mound,,Legacy verification,pristine mound on the edge of the ridge. legacy map point: 205233.,Scrub,,Pasture,grassland (Scrub also. Half grass half scrub.,Hilltop (Ridge),High,42.121069999999996,26.541634999999996,4663320.2790728016,462111.30164354778,1.5,13,,Southwest,82-82,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8745_1a.jpg''}}",3,16,NA,NA,,round,,none,No,,,2 - minor damage,Looting,,2 - good,Looting,,Unknown,maybe in the last 10 years),"01,round,3m,1m,manually excavated,",North side of the mound,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8745_1.jpg''}}",POINT(462111.301644 4663320.279073)
1.000081663139934e+018,8746,Matilde Jensen,2022-09-14 07:19:00.870 GMT,Matilde Jensen,2022-09-14 07:23:10 GMT,8746,14 Sep,Matilde Jensen,Uncertain Feature,,Legacy verification,very low disturbed possible mound between 9844 and 9843 in a clearing.,Scrub,,Pasture,grassland,,Low,42.120738333333335,26.541219999999999,4663283.6377526689,462076.79967194889,1.2,14,,East,84-86,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8746_1.jpg''}}",0.7,12,NA,10,,Round,,,No,,,5 - extinct or near extinct,Looting,,4 - minimal,Looting,,Unknown,,"01,square,3m,3m,0.6m,manually excavated",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8746_1.jpg''}}",POINT(462076.799672 4663283.637753)
1.0000816631446922e+018,8747,Matilde Jensen,2022-09-14 08:38:17.353 GMT,Matilde Jensen,2022-09-14 08:38:36 GMT,8747,14 Sep,Matilde Jensen,Burial Mound,,Legacy verification,Low Mound in an area of scrub and treeswith a big geodetic marker and an old geodetic marker laying towards north. 10m the north of the mound there is a s-shaped military trench about 1-1.5m deep. grass and trees and stones covering the surface of the mound.,Scrub,,Pasture,grassland,Hilltop (Ridge),High,42.112575,26.546220000000002,4662375.0432321457,462485.29108050128,1.3999999999999999,15,,Northeast,90-96,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8747_1.jpg''}}",1.2,14,1,10,,round shape with trees in the periphery of the mound.,Standing features in vicinity,No surface mat but military trench 10m north of mound edge.,No,,,2 - minor damage,Other (Geodetic marker on top of the mound ),,2 - good,Other,specify in Annotation) (Geomarker),Other,Geomarker put up in 1958),,,,POINT(462485.291081 4662375.043232)
1.0000816631461599e+018,8748,Matilde Jensen,2022-09-14 09:02:45.005 GMT,Matilde Jensen,2022-09-14 09:11:07 GMT,8748,14 Sep,Matilde Jensen,Other,Military feature),Survey,We are 20 meter south of the mound 8747. grass on top in a Scrubby area. Military feature from the cold war. Shallow c-shaped form of the valley.,Scrub,,Pasture,grassland,Hilltop (ridge),Medium,42.11253,26.545820000000003,4662370.2225295091,462452.19581793429,1.3,16,,Southwest,98-100,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8748_1.jpg''}}",2,14,NA,10,Implacement is 8x4m and 2m deep,Open c-shape open to south east,,,No,,,1 - pristine,Other (military and vegetation ),,1 - full,Other,specify in Annotation) (Military ),Other,Maybe a military structure from the cold war),"01,rect,8m,4m,2m,tank",Look opfore station,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8748_1.jpg''}}",POINT(462452.195818 4662370.22253)
1.0000816631535585e+018,8749,Matilde Jensen,2022-09-14 11:06:03.696 GMT,Matilde Jensen,2022-09-14 11:09:47 GMT,8749,14 Sep,Matilde Jensen,Burial Mound,,Legacy verification,3m mound in a cluster of two on a lower ridge west of the reservoir. Called Lizoleva mongela other legacy map. Low visibility in the landscape located on the lower part of the ridge.,Pasture,grassland,Scrub,and forest,Lower slope (lower ridge ),Low,42.096234999999993,26.563374999999997,4660553.4031446977,463894.25488346146,1.3,17,,East,110-115,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8749_1.jpg''}}",4.5,25,3,NA,,,,none,No,,,4 - seriously damaged,Looting,,3 - impaired,Looting,,Unknown,Last 5 years based on little trees growing inside the RT),"01,roundish pear-shaped crater,5x2.3m,center of mound;2,rect,3m,2
m,1.5m, sw facing",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8749_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8749_2.jpg''}}",POINT(463894.254883 4660553.403145)
1.000081663155305e+018,8750,Matilde Jensen,2022-09-14 11:35:10.094 GMT,Matilde Jensen,2022-09-14 11:46:44 GMT,8750,14 Sep,Matilde Jensen,Burial Mound,,Legacy verification,"Mound on a ridge above reservoir. egg shaped with steep side on the s and n side due to road cut, additional terrace below road cut. great valley and reservoir overview",Scrub,,Pasture,grassland,Hilltop (lower ridge ),High,42.095943333333331,26.564421666666664,4660520.5774463573,463980.64181149635,1.1000000000000001,18,180,Southwest,"116-124,except 123 which refers to previous feature","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8750_1.jpg''}}",4,15,2,12,,Hard to determine duets road cut a long the foot of the mound. Might be oval shaped,,none,No,,,2 - minor damage,Road cut,,2 - good,Unknown,check for an excavation record),Unknown,,"(1 old RT 1,5m)",,,POINT(463980.641811 4660520.577446)
1.0000816631575689e+018,8751,Matilde Jensen,2022-09-14 12:12:57.336 GMT,Matilde Jensen,2022-09-14 12:22:46 GMT,8751,14 Sep,Matilde Jensen,Other,Geodetic marker),Legacy verification,"low stony mound, artificial looking mound with a geodetic marker and great view of 360 landscape",Perennial agriculture,e.g orchard or vineyard (Scrub some,Pasture,grassland (Scrub,Hilltop (upper most ridge),Medium,42.08885166666667,26.563131666666663,4659733.7272027414,463869.94285321544,1.2,19,231,North,130-132,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8751_1.jpg''}}",1.2,14,NA,12,,Oval shape obscured by scrub,,none,No,,,2 - minor damage,Other (geodetic marker),,No observation,Infrastructure,,Other,Put up in 1949),,,,POINT(463869.942853 4659733.727203)
1.000081663160164e+018,8752,Matilde Jensen,2022-09-14 12:56:09.222 GMT,Matilde Jensen,2022-09-14 12:56:42 GMT,8752,14 Sep,Matilde Jensen,Other,falsepositive black square),Legacy verification,"False positive rayed  square. we walked to the point located on the map, but found no geodetic point only a slight slope.",Perennial agriculture,e.g orchard or vineyard,Perennial agriculture,e.g orchard or vineyard,Hilltop,High,42.072254999999998,26.564653333333332,4657890.3447843846,463986.40490049304,1.2,20,241,West,133,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8752_1.jpg''}}",0,0,0,0,,,,none,No,,,0 - No observation,No observation,,No observation,Not available,,Not relevant,,,,,POINT(463986.4049 4657890.344784)
1.0000916633249062e+018,8753,Sara Vejrup,2022-09-16 10:41:51.474 GMT,Sara Vejrup,2022-09-16 10:50:04 GMT,8753,16 Sep,Sara Vejrup,Burial Mound,,Legacy verification,"Mound on a ridge, southeast from Malomirovo village above river  . a low map mound. No RT but military trench to the north",Annual agriculture,,Scrub,,Hilltop,Super prominent,42.124371666666669,26.650435000000002,4663644.3389998777,471106.28171936388,1.3,21,,West,172-174,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8753_1.jpg''}}",3,30,2.2,NA,,,Standing features in vicinity,"2 military trench, one y shaped and one  and mabey a RT to the  north",No,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8753_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8753_2.jpg''}}",2 - minor damage,Animal activity,,2 - good,Animal activity,,Last week,,,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8753_1.jpg''}}",POINT(471106.281719 4663644.339)
1.0000916633273386e+018,8754,Sara Vejrup,2022-09-16 11:22:23.842 GMT,Sara Vejrup,2022-09-16 11:23:30 GMT,8754,16 Sep,Sara Vejrup,Other,"tank implacement, military feature )",Survey,a military feature 20m north of mound with an associate chicken foot trench,Scrub,,Pasture,grassland,Upper slope,Medium,42.124913333333339,26.650333333333332,4663704.5154486895,471098.12451884605,1.2,22,,South,108-0177,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8754_1.jpg''}}",2.5,8,NA,NA,,"8 x 4 x 2,5",,,No,,,0 - No observation,Other,military,No observation,Infrastructure,,Unknown,,,,,POINT(471098.124519 4663704.515449)
1.0000216635654045e+018,8755,Adela Sobotkova,2022-09-19 05:30:09.796 GMT,Adela Sobotkova,2022-09-19 05:31:28 GMT,8755,19 Sep,Adela Sobotkova,Burial Mound?,,Survey,"low stony mound on a ridge in a forest east of the hunting lodge. hidden in the forest but visible and accessible from the north. stones are basketball size. it could be an outcrop of stone, but it is a different color than the bedrock.",Forest,,Scrub,grassy clearing in the forest,Hilltop,Medium,42.013850000000005,26.761774999999997,4651341.4223419689,480275.04492141999,1.2,23,457,Northwest,180,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8755_1.jpg''}}",0.6,12,NA,NA,,oval or slightly irregular,,,No,none,,2 - minor damage,Post-depositional,none,2 - good,Post-depositional,,Unknown,,none,,,POINT(480275.044921 4651341.422342)
1.000021663566847e+018,8756,Adela Sobotkova,2022-09-19 05:54:12.125 GMT,Adela Sobotkova,2022-09-19 05:56:52 GMT,8756,19 Sep,Adela Sobotkova,Burial Mound?,,Survey,"25. m north of 8755, low stony mound in a forest, hard to find with low visibility. closer to the road than 8755, but uncertain. full grown trees with an old RT and a stone circle on top.",Forest,,Forest,,Hilltop,Low,42.013890000000011,26.762103333333336,4651345.7879079385,480302.24317696312,1.3,24,458,Northwest,"186, 189.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8756_1.jpg''}}",0.5,10,NA,NA,,roundish.,,stones arranged into a circle. embedded in soil. basketball sized,No,,,3 - damaged,Looting?,trees growing.,3 - impaired,Looting?,,Unknown,,"1,round,3,0.2,manual and overgrown",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8756_1.jpg''}}",POINT(480302.243177 4651345.787908)
1.0000216635702079e+018,8757,Adela Sobotkova,2022-09-19 06:50:13.123 GMT,Adela Sobotkova,2022-09-19 06:52:24 GMT,8757,19 Sep,Adela Sobotkova,Extinct Burial Mound,,Legacy verification,"20m. Northwest of barbed wire fence, 1 km. northeast of the hunting lodge. in a small clearing in the forest, surrounded by trees and patchy scrub with some clearings, but with no obvious mound.",Forest,,Forest,,Hilltop,Low,42.013220000000004,26.769299999999998,4651269.7673995392,480897.92440982134,1.3999999999999999,25,476,North,192,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8757_1.jpg''}}",0,0,NA,NA,,none,,no material,No,,,5 - extinct or near extinct,"Other (specify in Annotation) (Mound is not here, but we were unable to establish the reason why.)",unknown,5 - none or nearly none,Unknown,,Unknown,,nonevisible,none,,POINT(480897.92441 4651269.7674)
1.0000216635733445e+018,8758,Adela Sobotkova,2022-09-19 07:42:34.275 GMT,Adela Sobotkova,2022-09-19 07:44:55 GMT,8758,19 Sep,Adela Sobotkova,Burial Mound?,,Survey,"top of ridge between feature 8757 and the babini gniezda mound, unexpected and possibly not a mound but comprises a pile of stones with a central round RT. basketball sized stones.",Pasture,grassland,Pasture,grassland,Hilltop,High,42.00812333333333,26.770456666666671,4650703.6313461429,480992.17975464393,1.1000000000000001,26,493,Southeast,194,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8758_1.jpg''}}",0.8,10,0.6,NA,,,,"nothing. modern bricks around the trench, pile of stones atop the mound",No,none,,3 - damaged,Looting,none,3 - impaired,Looting,"age of the RT unknown, pretty old)",Unknown,,"1,round,3,0.4, stony with excavated pile of stone on top of the mound",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8758_1.jpg''}}",POINT(480992.179755 4650703.631346)
1.0000216635779099e+018,8759,Adela Sobotkova,2022-09-19 08:58:35.140 GMT,Adela Sobotkova,2022-09-19 09:00:35 GMT,8759,19 Sep,Adela Sobotkova,Burial Mound,,Legacy verification,"heavily overgrown mound next to the dirt road at babini gnezdi, with RT on top, hard to see hard to access, geodetic point on top next to RT",Pasture,grassland,Forest,scrub,Hilltop,Medium,42.001253333333338,26.780091666666667,4649938.7676300267,481788.06755592709,1.3,27,495,Northeast,"202, 20","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8759_1.jpg''}}",2.4,17,NA,NA,,,,none visible,No,,,3 - damaged,Looting,trees growing,3 - impaired,Looting,,Unknown,,"1,round,2.5,1.0m deep in top center of mound. overgrown with scrub.",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8759_1.jpg''}}",POINT(481788.067556 4649938.76763)
1.0000216635806619e+018,8760,Adela Sobotkova,2022-09-19 09:44:27.044 GMT,Adela Sobotkova,2022-09-19 09:44:55 GMT,8760,19 Sep,Adela Sobotkova,Burial Mound,,Legacy verification,downslope SW of babini gnezda a low but well preserved mound just by the dirt road,Pasture,grassland,Pasture,grassland (scrub and trees on periphery,Lower slope,Low,41.998113333333336,26.774053333333335,4649591.4387140106,481287.07662243641,1.3999999999999999,28,457,Northwest,204,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8760_1.jpg''}}",2.5,18,1,15,,oval,,none,No,,,2 - minor damage,Erosion,none,2 - good,Post-depositional,,Unknown,,no RTs,,,POINT(481287.076622 4649591.438714)
1.0000216636525318e+018,8761,Adela Sobotkova,2022-09-20 05:42:20.481 GMT,Adela Sobotkova,2022-09-20 05:44:00 GMT,8761,20 Sep,Adela Sobotkova,Burial Mound,,Legacy verification,Severely damaged mound in a pine forest between Razdel and Lalkovo. Accessible via field and dirt road from the northwest. Giant crater on top. Stony mound with many stones/quartz varying from brick to rugbyfootball-sized.,Forest,,Forest,,Upper slope,Low,42.078201666666672,26.684263333333334,4658507.1491115093,473883.46692106733,1.3999999999999999,29,240,Northeast,214-231,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8761_1.jpg''}}",2.5,20,NA,NA,,"uneven shape,longer in the back,hence the longer diameter",,stones on mound. Quarts. football-sized,No,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8761_1.jpg''}}",4 - seriously damaged,Looting,,3 - impaired,Looting,,Other,within 2 years),"01,round,5.5m.,1.6 deep. clear of vegetation;02,3.5m,1.5,0.7,channel to main RT with refuse at the end.refuse and discard on the northeastern side of the mound",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8761_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8761_2.jpg''}}",POINT(473883.466921 4658507.149112)
